"date","aqi","pm2.5","pm10","so2","co","no2","o3"
"2014-08-14","36","19.5","29.1","4.4","0.613","25","49"
"2014-08-15","61","41","54.9","12.3","1.024","39","105"
"2014-08-16","71","50.9","69.7","12.9","1.018","32.9","85"
"2014-08-17","36","23.6","33.3","5.5","0.454","26.3","57"
"2014-08-18","33","22.5","31","6.8","0.618","41.6","42"
"2014-08-19","35","23","33.2","7.6","0.643","36.7","62"
"2014-08-20","51","35.8","51.3","13.4","0.737","37.3","60"
"2014-08-21","57","39.1","53.2","8.9","0.79","35.7","84"
"2014-08-22","73","52.5","63.8","15.8","0.992","39.7","101"
"2014-08-23","68","48.4","58.3","14.4","0.923","42.5","80"
"2014-08-24","49","34.2","42.4","9.4","0.824","23","52"
"2014-08-25","61","43.3","55.8","8.5","0.91","18.5","80"
"2014-08-26","77","54.4","76.5","15.2","1.075","36.1","104"
"2014-08-27","46","32.4","41.8","6.1","0.618","24.2","57"
"2014-08-28","57","38.9","54.3","14.5","0.801","33.7","45"
"2014-08-29","40","24.1","37.3","6.2","0.708","35.1","48"
"2014-08-30","47","31.1","43.7","8.9","0.71","38.7","87"
"2014-08-31","43","29.2","39.3","9.6","0.817","35","35"
"2014-09-01","41","24","42.6","8.5","0.591","23.2","49"
"2014-09-02","57","39.9","60.8","12","0.89","27.9","58"
"2014-09-03","57","39.9","53","5.9","0.627","15.8","123"
"2014-09-04","95","70.2","94","13","0.958","37.8","176"
"2014-09-05","143","108.3","146.8","19.1","1.195","47.6","194"
"2014-09-06","119","88.5","125.2","18.7","0.974","37.4","209"
"2014-09-07","94","65.8","103.1","18.9","0.966","34.2","200"
"2014-09-08","96","70.7","98.3","14.2","1.02","37.8","126"
"2014-09-09","105","78.2","114.2","23.3","1.17","45.6","112"
"2014-09-10","86","63","97.4","19.6","0.893","51.1","64"
"2014-09-11","63","33","68.6","16","0.743","45","101"
"2014-09-12","38","22.3","36.3","11.2","0.512","45","54"
"2014-09-13","39","25.1","37.7","7.4","0.576","37","54"
"2014-09-14","59","34","66.5","11.7","0.604","36.7","122"
"2014-09-15","54","22.3","56.6","15.3","0.573","31.1","112"
"2014-09-16","70","45.8","82.4","13.4","0.593","32.6","158"
"2014-09-17","71","37.7","88.6","22.4","0.748","41.2","95"
"2014-09-18","47","29.6","45.1","7","0.543","36.2","66"
"2014-09-19","69","49.3","69.9","9.6","0.805","41.8","84"
"2014-09-20","79","55.7","87.2","12.9","0.792","50.7","155"
"2014-09-21","60","30.6","64.5","10.9","0.385","38.5","138"
"2014-09-22","56","28","59.6","9.1","0.372","26.7","122"
"2014-09-23","51","29.7","51.6","6.4","0.497","20.9","86"
"2014-09-24","66","44.8","78.2","12.3","0.624","35.7","144"
"2014-09-25","90","66.2","119","20","0.848","59.6","163"
"2014-09-26","111","83","133","17.9","0.806","44","152"
"2014-09-27","142","107.5","173.1","20.9","1.081","69.5","143"
"2014-09-28","100","69.3","110.8","11.5","0.649","27.4","183"
"2014-09-29","44","26.8","39.5","3.2","0.65","20.8","82"
"2014-09-30","57","31.1","63","5.3","0.345","22.4","92"
"2014-10-01","61","31.5","70.4","11.1","0.453","43.2","119"
"2014-10-02","79","55.5","97.8","8.9","0.819","48.8","110"
"2014-10-03","112","83.1","129.6","12.9","0.836","48.3","167"
"2014-10-04","66","34.2","80.5","18.5","0.477","57.4","122"
"2014-10-05","76","47","97.8","15.5","0.549","46.7","148"
"2014-10-06","114","82","122.2","15.8","0.778","37.3","131"
"2014-10-07","72","45.4","89.4","14.3","0.513","51.1","148"
