"date","aqi","pm2.5","pm10","so2","co","no2","o3"
"2016-07-16","42","24.5","42.3","10.1","0.846","31.9","134"
"2016-07-17","44","24.8","45","9.6","0.85","24.2","129"
"2016-07-18","36","20.8","36.3","8.3","0.733","21.3","128"
"2016-07-19","35","17.9","34.6","10.5","0.833","23.1","91"
"2016-07-20","33","16.8","32.8","8.9","0.738","21.1","81"
"2016-07-21","34","17.3","33.8","11.4","0.75","22.7","114"
"2016-07-22","42","21.8","39","11.9","0.763","23.9","174"
"2016-07-23","53","26.6","46.2","12.6","0.767","27.6","206"
"2016-07-24","69","32.1","54.2","14.4","0.808","32.6","261"
"2016-07-25","76","38.1","58.9","17","0.925","38.8","342"
"2016-07-26","47","25.2","41.2","14.5","0.788","35.4","222"
"2016-07-27","33","16.2","32.4","11.2","0.779","31.1","124"
"2016-07-28","53","28.1","51.2","14.8","0.871","34","176"
"2016-07-29","50","27.8","48.4","15.7","0.825","34.3","173"
"2016-07-30","69","38.6","66.8","20.6","0.95","51","248"
"2016-07-31","89","54.1","77.2","15.5","1.113","52.7","303"
"2016-08-01","65","44.7","65","15.4","0.954","41.7","186"
"2016-08-02","25","15","24.4","6.8","0.746","14.5","73"
"2016-08-03","28","16.3","27.5","9.3","0.813","29.2","68"
"2016-08-04","38","20.2","38.2","13.9","0.929","32.5","108"
"2016-08-05","52","30","49.2","8.9","1.017","44.5","193"
"2016-08-06","66","39.8","62.6","13.9","1.021","43.2","218"
"2016-08-07","68","47.5","71.5","15.3","1.017","41.2","184"
"2016-08-08","71","49.7","71","14.3","1.004","39.6","187"
"2016-08-09","81","58.7","92.4","17.5","1.158","67.1","222"
"2016-08-10","51","34.3","50.9","11.1","0.929","57.5","109"
"2016-08-11","57","37.4","58.9","14.5","0.904","44.8","149"
"2016-08-12","84","61.5","80.9","16.1","1.133","65.3","72"
"2016-08-13","55","35.3","55.2","13.5","0.888","40.3","159"
"2016-08-14","29","15.8","28.4","10.6","0.783","30","68"
"2016-08-15","21","10.4","20.7","8.9","0.658","26.1","67"
"2016-08-16","24","12","23.7","10.2","0.638","29.1","50"
"2016-08-17","17","8.7","17.3","10.2","0.563","20.6","51"
"2016-08-18","22","11.4","22.3","10.4","0.633","23.5","75"
"2016-08-19","39","19.6","39.5","14.5","0.646","29.5","126"
"2016-08-20","61","35.9","65","15","0.826","38.6","190"
"2016-08-21","67","44","70.5","19","0.921","46.5","200"
"2016-08-22","75","44.3","65.5","20","0.848","40.3","202"
"2016-08-23","77","44.5","70.5","21.8","0.842","50.5","251"
"2016-08-24","76","55.2","75.2","22.3","0.971","61.5","160"
"2016-08-25","108","71.2","95","21.4","1.042","57.1","331"
"2016-08-26","79","54.8","75.2","20","0.983","43.5","283"
"2016-08-27","41","28.4","38.9","10.1","1.021","37.4","109"
"2016-08-28","44","30.2","41.5","11.5","1.021","26.4","102"
"2016-08-29","69","43.2","63.5","13.6","0.925","31.8","224"
"2016-08-30","77","50.5","74","14.1","1.104","47.1","225"
"2016-08-31","94","68.4","90.4","15.5","1.121","37.9","231"
"2016-09-01","39","21.7","39.1","11.2","0.825","30.3","122"
"2016-09-02","41","24.3","39.9","12.2","0.892","42.2","45"
"2016-09-03","53","36.7","52.2","11.7","1.104","40.1","44"
"2016-09-04","60","42.3","63.3","12.1","1.071","44.7","118"
"2016-09-05","44","27.7","44.4","11","0.829","32.9","127"
"2016-09-06","48","30.1","48.3","12.3","0.933","44.5","119"
"2016-09-07","43","28.6","42","9.8","0.988","50.1","85"
"2016-09-08","55","37.5","56.3","12.3","1.029","54.6","81"
"2016-09-09","50","30.7","50.2","10.3","1.021","52.5","73"
"2016-09-10","37","21.6","37.1","13.2","0.854","38","31"
"2016-09-11","45","28","47.1","13.9","0.954","41.8","67"
"2016-09-12","32","17.2","29.7","8.2","0.783","33.2","134"
"2016-09-13","41","25.5","40.7","9.5","0.842","34.6","136"
"2016-09-14","46","29.3","46.9","11.7","0.767","35.5","138"
"2016-09-15","55","37.7","55.5","12.2","0.896","32.3","135"
"2016-09-16","45","30","43.2","9.6","0.767","23.6","92"
"2016-09-17","40","24.6","40","9.2","0.752","27","99"
"2016-09-18","31","16.1","30.6","9.5","0.608","23.8","85"
"2016-09-19","53","33.9","54.8","10.2","0.74","32.3","147"
"2016-09-20","60","41.7","67.7","11.1","0.8","41","132"
"2016-09-21","61","42.8","67.2","11.1","0.863","38.8","165"
"2016-09-22","68","48.5","75.6","13.6","0.908","47.3","172"
"2016-09-23","78","53.3","88.3","15.9","1.029","54.4","205"
"2016-09-24","79","46.6","76.9","16","0.875","52.7","256"
"2016-09-25","98","62.1","97.6","17.9","0.996","61.2","326"
"2016-09-26","111","78.6","119","21.2","1.158","62.9","321"
"2016-09-27","95","70.8","109.9","20.4","1.163","63.6","174"
"2016-09-28","75","52.3","81.7","10.6","0.913","29.8","120"
"2016-09-29","29","15.4","29.3","8.1","0.93","29.7","52"
"2016-09-30","25","14.3","25.1","7","0.975","37.6","24"
"2016-10-01","48","27.1","50.3","10.9","1.067","40.2","67"
"2016-10-02","40","22.4","40","10.4","0.883","31.6","88"
"2016-10-03","36","19.2","36.2","10.6","0.771","30.2","84"
"2016-10-04","46","27.5","47.8","12","0.9","34.2","120"
"2016-10-05","53","35","56.2","14","0.933","37.5","126"
"2016-10-06","54","37.6","54.5","11.9","0.933","28.4","119"
"2016-10-07","50","33.4","49.6","11","0.929","26.3","102"
"2016-10-08","34","21.4","33.8","12.1","0.871","21.6","80"
"2016-10-09","44","28.9","43.5","9.8","0.896","20.6","88"
"2016-10-10","49","30.4","48.4","8.3","0.742","22.9","131"
"2016-10-11","51","31.8","53.6","10.1","0.717","29","124"
"2016-10-12","48","32.2","46.6","7","0.738","31","68"
"2016-10-13","37","22.8","36.3","8","0.838","30.3","92"
"2016-10-14","38","22.8","38","7.8","0.75","29.7","97"
"2016-10-15","51","33","53.4","9.1","0.775","34.5","114"
"2016-10-16","50","33.6","51.2","9.6","0.771","29.6","107"
"2016-10-17","59","41.5","63.3","9.7","0.879","29.7","80"
"2016-10-18","36","24.8","32.8","5.6","0.913","27.2","31"
"2016-10-19","20","10.7","19.7","6.2","0.867","32.2","20"
"2016-10-20","39","22.9","39.7","7.8","1.017","38.1","115"
"2016-10-21","39","20.1","39.6","10.5","0.913","32.8","41"
"2016-10-22","62","41.9","68.9","13.9","1.192","51.6","137"
"2016-10-23","62","43.8","65.9","12","1.117","55.7","107"
"2016-10-24","48","32.1","48.8","11.6","0.967","40","111"
"2016-10-25","41","24.8","41.3","11.5","0.846","37.1","83"
"2016-10-26","56","37.3","60.6","13.2","0.863","51.5","172"
"2016-10-27","57","36.7","63.1","17.2","0.858","58.2","128"
"2016-10-28","68","47.1","80.2","14.4","1.054","68.7","171"
"2016-10-29","56","38.3","60.6","11.6","1.058","40.4","73"
"2016-10-30","37","23.7","37","8","0.858","27","79"
"2016-10-31","44","25.5","44.7","9.6","0.846","35.7","131"
"2016-11-01","29","16.5","28.5","7.6","0.804","24.4","92"
"2016-11-02","28","16.4","27.7","7.5","0.838","26.3","75"
"2016-11-03","36","20.6","35.5","9","0.746","32.3","98"
"2016-11-04","59","39.5","69.2","12.3","0.875","67.8","150"
"2016-11-05","117","83.7","136.1","21.6","1.208","116","298"
"2016-11-06","97","71.3","114.6","19.6","0.975","80.2","195"
"2016-11-07","79","54.1","95.4","17.5","0.9","80.5","182"
"2016-11-08","63","41.7","74.5","14.3","1.108","59.5","60"
"2016-11-09","30","17.6","29.5","9.7","0.979","34.1","46"
"2016-11-10","18","10.4","17.4","7.3","0.796","35.3","26"
"2016-11-11","38","23.3","38.9","9.2","0.783","42","28"
"2016-11-12","81","57.5","102.7","18.7","1.304","88","70"
"2016-11-13","105","77.4","138.8","20.6","1.708","96.5","100"
"2016-11-14","72","51.2","85","17","1.317","86.1","112"
"2016-11-15","108","80.3","131.9","18.5","1.657","112.5","180"
"2016-11-16","79","55.7","86.2","19","0.93","66.7","190"
"2016-11-17","94","69.4","110","17.3","1.183","87.8","193"
"2016-11-18","114","85.6","131.7","26","1.296","97.1","127"
"2016-11-19","95","69.5","113.6","21.4","1.167","85.4","116"
"2016-11-20","64","43.5","76.5","18.9","1.046","65.4","159"
"2016-11-21","45","27","49.2","11.5","0.9","53.9","43"
"2016-11-22","37","25.3","34","9.5","0.846","40.7","14"
"2016-11-23","20","10","18","8","0.863","31","22"
"2016-11-24","21","10.5","20.3","9.3","0.808","30.5","40"
"2016-11-25","28","15.3","26.3","8.3","0.896","36.3","25"
"2016-11-26","20","10","17","7.8","0.896","35.1","9"
"2016-11-27","33","17.3","33.5","11.1","0.8","44.1","89"
"2016-11-28","48","29.5","49.9","12","0.813","51","100"
"2016-11-29","60","40.2","68.8","14.5","0.867","64.5","70"
"2016-11-30","75","53.2","91.3","19.5","0.958","64.3","106"
